Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,HUC 12 Code,Watershed Name,SIC Code,Facility Latitude,Facility Longitude,Pollutant Name,Substance Registry System ID,CAS Number,Average Daily Flow (MGD),Major/Non-Major Status,Contains Potential Outliers?,Total Pounds (lb/yr),Total TWPE (lb-eq/yr),Link to DFR
ICIS,CA0053651,110000514346,VENTURA WATER RECLAMATION FACILITY,VENTURA,VENTURA,CA,180701020904,Harmon Canyon-Santa Clara River,4952,34.242342,-119.260612,Tribromomethane,5447,75252,5.691263441,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0053651&sys=ICP
ICIS,CA0053651,110000514346,VENTURA WATER RECLAMATION FACILITY,VENTURA,VENTURA,CA,180701020904,Harmon Canyon-Santa Clara River,4952,34.242342,-119.260612,"p,p'-DDE",4945,72559,5.691263441,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0053651&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,"1,1-Dichloroethane",5520,75343,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",91918,1746016,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,"2,6-Dinitrotoluene",58875,606202,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,Anthracene,31013,120127,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,"BOD, 5-day, 20 deg. C",,,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,Fluorene,10892,86737,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,Mercury,149633,7439976,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,Methylene chloride,5306,75092,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,N-Nitrosodimethylamine,3707,62759,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,Sulfide,212290,18496258,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,m-Dichlorobenzene,52217,541731,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,p-Bromophenyl phenyl ether,20172,101553,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0003352,110001169173,SIX FLAGS MAGIC MOUNTAIN INC,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,7996,34.42197,-118.58515,p-Dichlorobenzene,23622,106467,0.03475216667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0003352&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,.beta.-Hexachlorocyclohexane,42192,319857,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"1,1,2,2-Tetrachloroethane",7773,79345,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",278218,39001020,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"1,2,4-Trichlorobenzene",31435,120821,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"2,3,4,6,7,8-Hexachlorodibenzofuran",317966,60851345,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"2,3,7,8-Tetrachlorodibenzofuran",291005,51207319,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"2,4-Dinitrotoluene",31575,121142,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,"3,3'-Dichlorobenzidine",13755,91941,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Aroclor 1232,173583,11141165,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Chloromethane,5116,74873,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Endrin,4887,72208,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Isophorone,7187,78591,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Lindane,2923,58899,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Phenanthrene,10199,85018,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Thallium,149898,7440280,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0054216,110002422646,VALENCIA WWRP,VALENCIA,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.432406,-118.591853,Tribromomethane,5447,75252,6.591666667,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054216&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Ammonia as N,152389,7664417,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",304782,55673897,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",214783,19408743,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,"2,4-Dimethylphenol",22970,105679,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,"2,4-Dinitrophenol",1313,51285,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Chlorobenzene,25478,108907,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Hexachlorocyclopentadiene,6494,77474,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,N-Nitrosodi-n-propylamine,62257,621647,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Phenanthrene,10199,85018,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Silver,149849,7440224,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0055824,110018947292,CASTAIC,CASTAIC,LOS ANGELES,CA,180701020305,Middle Castaic Creek,4911,34.60233,-118.67051,Tribromomethane,5447,75252,81.38382167,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0055824&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,"1,1,1-Trichloroethane",4796,71556,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,"1,1-Dichloroethylene",5538,75354,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Aluminum,149476,7429905,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Benzo[a]pyrene,1115,50328,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Benzo[ghi]perylene,40576,191242,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Butyl benzyl phthalate,10470,85687,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,"Dibenz[a,h]anthracene",1685,53703,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Endrin aldehyde,149336,7421934,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Ethylbenzene,19406,100414,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Hexachlorobutadiene,11346,87683,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Naphthalene,13326,91203,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Selenium,154310,7782492,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Tetrachloroethylene,34157,127184,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,Tribromomethane,5447,75252,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,p-Bromophenyl phenyl ether,20172,101553,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0059188,110064634551,WILLIAM E. WARNE POWER PLANT,LOS ANGELES COUNTY,LOS ANGELES,CA,180701020507,Gorman Creek,4911,34.785,-118.853306,p-Chloro-m-cresol,3103,59507,0.4846299677,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0059188&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,.beta.-Hexachlorocyclohexane,42192,319857,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",304782,55673897,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Arsenic,149989,7440382,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,"BOD, 5-day, 20 deg. C",,,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Benzo(b)fluoranthene,40683,205992,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Bis(2-chloroethoxy)methane,27987,111911,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Lead,149583,7439921,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Nitrobenzene,18408,98953,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Pentachlorophenol,11437,87865,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,TCDD equivalents,,,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Thallium,149898,7440280,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,Toxaphene,156919,8001352,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0054313,110000761015,SAUGUS WWRP,SAUGUS,LOS ANGELES,CA,180701020401,South Fork Santa Clara River,4952,34.420328,-118.540678,p-Bromophenyl phenyl ether,20172,101553,4.6,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0054313&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"Nitrite nitrogen, dissolved (as N)",197194,14797650,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Nitrogen,153122,7727379,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"Nitrogen, nitrate dissolved",197186,14797558,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",650911,40321764,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"1,2-Dichloropropane",7393,78875,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,2-Chloroethyl vinyl ether,26948,110758,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Acenaphthylene,40717,208968,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Boron,150011,7440428,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"Chromium, Hexavalent",212357,18540299,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Copper,150086,7440508,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Hexachlorobutadiene,11346,87683,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Iron,149559,7439896,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Isophorone,7187,78591,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Perchlorate (ClO4),962480,14797730,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Tetrachloroethylene,34157,127184,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Trichloroethylene,7526,79016,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,"Trihalomethane, tot.",,,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,Zinc,150235,7440666,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,m-Dichlorobenzene,52217,541731,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
ICIS,CA0064556,110031267260,NEWHALL RANCH WRP,NEWHALL,LOS ANGELES,CA,180701020403,Salt Canyon-Santa Clara River,4952,34.403167,-118.689667,o-Dichlorobenzene,16162,95501,0,Major,,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0064556&sys=ICP
